,song,artist,text
574,Felices Los 4,Maluma,"""Felices los 4"" by Maluma:
    [Letra de ""Felices los 4""]
    
    [Intro]
    Maluma baby
    
    [Verso 1]
    Apenas sale el sol y tú te vas corriendo
    ..."
575,How Not To,Dan + Shay,"""How Not To"" by Dan + Shay:
    [Intro]
    I can honestly understand why it's over
    I can go through the motions of walking away
    I can g..."
576,Hurricane,Luke Combs,"""Hurricane"" by Luke Combs:
    [Verse 1]
    Hadn't had a good time
    Since you know when
    Got talked into going out
    With hopes you were s..."
577,Goosebumps,Travis Scott,"""​goosebumps"" by Travis Scott:
    [Intro: Travis Scott]
    Yeah
    7:30 in the night, yeah
    Ooh-oooh, ooh
    
    [Chorus: Travis Scott]
    I get those..."
578,You Look Good,Lady Antebellum,"""You Look Good"" by Lady Antebellum:
    [Verse 1: Charles Kelley & Hillary Scott]
    On a boat, on a beach
    In the water, in the sand, in the ba..."
579,Weak,AJR,"""Weak"" by AJR:
    [Verse 1: Jack]
    ""No thank you"" is what I should've said
    I should be in bed
    But temptations of troubl..."
580,Portland,Drake Featuring Quavo & Travis Scott,"""Portland"" by Drake:
    [Intro: Drake & Baka]
    Murda on the beat so it's not nice
    Yeah
    It’s a Habibis ting, ya?
    
    [Verse 1: Dr..."
581,Craving You,Thomas Rhett Featuring Maren Morris,"""Craving You"" by Thomas Rhett:
    [Verse 1: Thomas Rhett]
    Every time we have to say goodbye
    I'm counting down until we say hello
    Every..."
582,Strip That Down,Liam Payne Featuring Quavo,"""Liam Payne - Strip that down (Español)"" by Liam Payne:
    [Intro: Quavo]
    Huncho
    Quavo
    Yo yo
    
    [Verse 1: Liam Payne]
    Sabes, he estado tomándome algo de tiempo
    Y..."
583,My Girl,Dylan Scott,"""My Girl"" by Dylan Scott:
    [Verse 1]
    She looks so pretty with no makeup on (With no makeup on)
    You should hear her talking to h..."
584,Loyalty.,Kendrick Lamar Featuring Rihanna,"""Passionfruit & Loyalty by Drake & Kendrick Lamar ft. Rihanna"" by Alex Aiono:
    Tell me who you loyal to
    Is it money? is it fame? is it weed? is it drink?
    Is it comin' down with th..."
585,Drinkin' Problem,Midland,"""Drinkin’ Problem"" by Midland:
    [Verse 1]
    One more night, one more down
    One more, one more round
    First one in, last one out
    Giving t..."
586,To The Max,DJ Khaled Featuring Drake,"""To the Max"" by DJ Khaled:
    [Intro: DJ Khaled & Jay O]
    (Oh, ooh, get 'em right
    Get 'em right, get 'em right
    Get 'em right, get '..."
587,Every Time I Hear That Song,Blake Shelton,"""Every Time I Hear That Song"" by Blake Shelton:
    [Verse 1]
    There's something 'bout yesterday
    How fast it all flies away
    I don't know what it is about..."
588,Passionfruit,Drake,"""Passionfruit"" by Drake:
    [Intro: Moodymann]
    Hold on, hold on, fuck that. Fuck that shit. Hold on, I got to start this mothafu..."
589,Privacy,Chris Brown,"""Privacy"" by Chris Brown:
    [Verse 1]
    I need your body in ways
    That you don't understand, but I'm losing my patience
    'Cause we'v..."
590,Look At Me!,XXXTENTACION,"""Look At Me!"" by XXXTENTACION:
    [Intro]
    Ayy, I'm like, ""Bitch, who is your mans?"" (Ayy)
    Can't keep my dick in my pants (Ayy)
    My bitc..."
591,Swish Swish,Katy Perry Featuring Nicki Minaj,"""Katy Perry - Swish Swish (feat. Nicki Minaj) [Deutsche Übersetzung]"" by Genius Deutsche Übersetzungen:
    Songtext/deutsche Übersetzung zu Swish Swish von Katy Perry
    
    
    [Refrain]
    Sie wissen was los ist
    Aber ..."
592,Slide,Calvin Harris Featuring Frank Ocean & Migos,"""Slide"" by Calvin Harris:
    [Intro: Frank Ocean]
    I might
    Empty my bank account
    And buy that boy with a pipe
    Buy that boy with a ..."
593,Crying In The Club,Camila Cabello,"""Crying in the Club"" by Camila Cabello:
    [Verse 1]
    You think that you'll die without him
    You know, that's a lie that you tell yourself
    You fe..."
594,If I Told You,Darius Rucker,"""If I Told You"" by Darius Rucker:
    [Verse 1]
    What if I told you about my little nothing town?
    The two room house where I came from
    The ..."
595,Love Galore,SZA Featuring Travis Scott,"""Love Galore"" by SZA:
    [Intro: Travis Scott]
    I need, I need
    I need, I need
    I need, I need
    I need, I need
    I need, I need
    
    [C..."
596,Down,Fifth Harmony Featuring Gucci Mane,"""Down"" by Fifth Harmony:
    [Intro: Gucci Mane]
    It's Gucci
    Fifth Harmony
    
    [Verse 1: Lauren]
    I need somebody with some patience
    '..."
